1, 0, 850, 1, 2, 4.0627819999999994, 1, 0, 0.0, 2400.0
1, 0, 850, 1, 2, 7.3239529999999995, 2, 0, 0.0, 2100.0
1, 600, 900, 1, 2, 13.236521, 3, 0, 0.0, 0.0
1, 400, 250, 1, 2, 11.781384, 4, 0, 0.0, 500.0
1, 0, 850, 1, 2, 5.149839, 7, 0, 0.0, 2300.0
1, 250, 250, 1, 2, 7.893256, 8, 0, 0.0, 400.0
1, 0, 850, 1, 2, 6.236896, 9, 0, 0.0, 2200.0
1, 400, 250, 1, 2, 4.171984999999999, 12, 0, 0.0, 1200.0
1, 250, 250, 1, 2, 3.545028, 13, 0, 0.0, 800.0
1, 150, 530, 1, 2, 5.276225, 14, 0, 0.0, 0.0
1, 300, 750, 1, 2, 8.261336, 15, 0, 0.0, 0.0
1, 20, 900, 1, 2, 14.231558, 17, 0, 0.0, 0.0
1, 950, 900, 1, 2, 6.806199, 19, 0, 0.0, 500.0
1, 950, 900, 1, 2, 4.632085, 20, 0, 0.0, 700.0
1, 780, 1550, 1, 2, 7.266299, 22, 0, 0.0, 0.0
1, 200, 700, 1, 2, 4.281188, 23, 0, 0.0, 0.0
1, 530, 530, 1, 2, 7.266299, 25, 0, 0.0, 0.0
1, 150, 550, 1, 2, 4.890962, 26, 0, 0.0, 1500.0
1, 150, 550, 1, 2, 14.674475, 27, 0, 0.0, 600.0
1, 550, 550, 1, 2, 7.433156, 28, 0, 0.0, 900.0
1, 550, 550, 1, 2, 8.520213, 29, 0, 0.0, 800.0
1, 1, 844, 1, 0, 0.1, 10001, 1, 0, 0
1, -2, 860, 1, 0, 0.1, 10002, 1, 0, 0
1, -14, 839, 1, 0, 0.1, 10003, 2, 0, 0
1, 5, 859, 1, 0, 0.1, 10004, 2, 0, 0
1, -10, 852, 1, 0, 0.1, 10005, 2, 0, 0
1, 611, 892, 1, 0, 0.1, 10006, 3, 0, 0
1, 592, 914, 1, 0, 0.1, 10008, 3, 0, 0
1, 609, 894, 1, 0, 0.1, 10010, 3, 0, 0
1, 598, 913, 1, 0, 0.1, 10011, 3, 0, 0
1, 707, 903, 1, 0, 0.1, 10021, 5, 0, 0
1, 942, 201, 1, 0, 0.1, 10023, 6, 0, 0
1, 944, 210, 1, 0, 0.1, 10025, 6, 0, 0
1, 964, 211, 1, 0, 0.1, 10026, 6, 0, 0
1, -4, 846, 1, 0, 0.1, 10028, 7, 0, 0
1, 247, 252, 1, 0, 0.1, 10031, 8, 0, 0
1, 253, 240, 1, 0, 0.1, 10032, 8, 0, 0
1, 3, 847, 1, 0, 0.1, 10034, 9, 0, 0
1, 413, 472, 1, 0, 0.1, 10038, 10, 0, 0
1, 400, 458, 1, 0, 0.1, 10041, 10, 0, 0
1, 900, 264, 1, 0, 0.1, 10042, 11, 0, 0
1, 909, 257, 1, 0, 0.1, 10044, 11, 0, 0
