#plot,int,,,,,
#x,y,sp,age,size,tag,sprout
40.044069,4.950192289,2,0,1.26,263,20
40.62028247,5.351199116,2,0,7.448451337,264,20
40.87613085,5.178963314,2,0,14.92873366,265,20
41.0457958,5.079917568,2,0,5.76140894,266,20
41.10062307,5.194427313,2,0,5.665915974,267,20
40.67764847,5.571547387,2,0,4.901972247,268,20
40.77785741,5.496685904,2,0,5.315775099,269,20
40.90135226,5.489172571,2,0,6.875493542,270,20
42.30458188,19.63480854,2,0,15.82000134,284,21
42.2911532,29.22845886,2,0,2.49,290,22
42.31495956,29.27998766,2,0,1.24,291,22
42.39482312,29.34016916,2,0,3.59,292,22
42.21876894,29.27455042,2,0,2.65,293,22
42.21051793,29.30192194,2,0,1.8,294,22
42.29697677,29.43580215,2,0,1.22,295,22
42.36764133,29.52436601,2,0,2.05,296,22
42.47063899,29.60368488,2,0,1,297,22
42.43085771,29.81729986,2,0,2.26,298,22
42.4990919,29.73027757,2,0,8.53070495,299,22
42.57665163,29.82595715,2,0,4.169859509,300,22
42.53738267,29.97268448,2,0,1.31,301,22
42.20210713,29.67127094,2,0,12.92338138,302,22
41.94673304,29.30027793,2,0,5.188451145,304,22
41.89787336,29.36270311,2,0,3.21,305,22
41.88079281,29.41660035,2,0,2.25,306,22
41.79390492,29.38129557,2,0,1.56,307,22
41.81873214,29.33387222,2,0,0.84,308,22
41.84246817,29.62411282,2,0,3.04,309,22
42.04984549,29.65374661,2,0,6.35,310,22
41.93414513,29.73325126,2,0,1.09,311,22
41.95504438,29.61210247,2,0,1.84,312,22
41.99452325,29.81740353,2,0,1.3,313,22
42.09512248,29.89974304,2,0,0.86,314,22
42.03321526,29.84907257,2,0,1.23,315,22
42.03321526,29.84907257,2,0,4.106197532,316,22
42.25559181,29.92438257,2,0,0.87,317,22
48.60225172,41.65987944,2,0,3.342253805,346,23
49.00635548,42.14062387,2,0,8.562535938,347,23
49.32416781,42.15658314,2,0,3.787887646,348,23
49.59543713,42.18282589,2,0,5.729577951,349,23
49.26633127,42.28511054,2,0,1.63,350,23
49.23761531,42.69421038,2,0,1.05,351,23
49.81830962,45.47698718,2,0,3.21492985,352,24
41.55964686,45.41861041,2,0,1.51,356,25
41.65028446,45.48473795,2,0,3.405915782,357,25
41.49010693,45.56871798,2,0,4.106197532,358,25
41.48078979,45.68160694,2,0,3.405915782,359,25
41.347857,45.66180373,2,0,1.22,360,25
41.82042906,49.21287247,2,0,3.278591828,362,26
41.62474983,49.40017471,2,0,4.042535555,363,26
41.73344728,49.44280711,2,0,6.939155519,364,26
41.85837927,49.43215839,2,0,2.99211293,365,26
41.91079217,49.30556912,2,0,3.437746771,366,26
41.95643067,49.38459336,2,0,1.88,367,26
41.89615681,49.15972847,2,0,0.49,368,26
17.00265548,-10.0755008,2,0,12.09577567,409,27
21.74400472,-9.617591413,2,0,2.59,410,28
21.76625039,-9.522532463,2,0,9.008169779,411,28
21.57359182,-9.2921288,2,0,3.151267873,412,28
21.62235084,-9.326122197,2,0,5.029296202,413,28
22.0853493,-9.562175368,2,0,2.62,414,28
22.25608248,-9.535359168,2,0,3.565070725,415,28
21.46494397,-9.255555249,2,0,0.43,416,28
21.48763645,-9.191732752,2,0,0.5,417,28
28.09650269,-4.700221541,2,0,10.31324031,418,29
28.21630003,-4.605000932,2,0,4.360845441,419,29
32.57920274,-4.181351697,2,0,3.342253805,422,30
32.70002292,-4.046283969,2,0,11.61831085,423,30
32.80903331,-4.197621347,2,0,2.36,424,30
32.77300146,-3.849342139,2,0,6.811831564,425,30
33.75886237,-1.982905698,2,0,3.883380611,426,31
33.65070084,-1.902438624,2,0,5.347606088,427,31
33.76606459,-6.972963607,2,0,4.074366543,429,32
34.21745746,-7.328090235,2,0,9.390141642,430,32
34.09602769,-6.939671431,2,0,9.931268449,431,32
36.14043415,-1.98041451,2,0,1.13,434,33
36.22493126,-1.830002693,2,0,7.321127382,435,33
36.37628038,-1.936858173,2,0,1.18,436,33
36.35769229,-1.857519139,2,0,1.22,437,33
36.44344169,-2.049214316,2,0,1.99,438,33
38.84947873,-3.968756281,2,0,1.73,440,34
38.88785697,-4.114149349,2,0,1.68,441,34
38.88133355,-4.135745113,2,0,0.69,442,34
38.93552397,-4.024065698,2,0,2.59,443,34
38.97726947,-4.016779943,2,0,0.26,444,34
39.01488078,-2.201978448,2,0,1.09,446,35
43.41154629,-9.422980136,2,0,1.33,447,36
43.59888554,-9.391294074,2,0,0.95,448,36
43.51117674,-9.412430523,2,0,1.22,449,36
43.45223606,-9.649334649,2,0,6.525352667,450,36
43.45586924,-9.830979797,2,0,3.437746771,451,36
43.4823226,-9.56008035,2,0,7.480282325,452,36
43.6244379,-9.663771062,2,0,13.84648005,453,36
43.77933166,-9.715830625,2,0,2.69,454,36
43.81871204,-9.706166122,2,0,2.22,455,36
46.77414776,-3.459303009,2,0,5.53859202,457,37
47.83126217,-2.566354656,2,0,6.016056849,458,38
47.76110088,-2.754964745,2,0,3.183098862,459,38
47.99550287,-2.519998265,2,0,8.116902098,460,38
47.95645499,-2.692271123,2,0,4.201690498,461,38
47.83845978,-2.650310151,2,0,0.22,462,38
48.1868406,-2.477368158,2,0,5.697746963,463,38
48.41546671,-2.606099432,2,0,5.092958179,464,38
48.14,-3.221614502,2,0,3.787887646,465,38
48.2090326,-3.340140083,2,0,4.710986316,466,38
48.34328077,-3.196135386,2,0,4.83831027,467,38
48.30677782,-3.131548919,2,0,2.960281942,468,38
48.40162868,-3.057402348,2,0,2.960281942,469,38
48.49927454,-2.983860437,2,0,1.34,470,38
48.53126715,-2.638792114,2,0,4.456338407,471,38
47.83522408,-10.27361205,2,0,7.703099246,501,39
47.91361961,-10.3178438,2,0,2.928450953,502,39
49.43994249,-10.03295175,2,0,1.8,503,40
49.44948185,-10.09895836,2,0,2.65,504,40
48.78592456,-16.38334784,2,0,5.252113122,505,41
48.94773664,-16.31193386,2,0,1.15,506,41
49.11296846,-16.59668901,2,0,12.15943765,507,41
49.10283255,-16.13993808,2,0,2.89,508,41
49.24614009,-16.42623477,2,0,2.33,509,41
30.3484735,-13.36101713,2,0,19.03493119,527,42
30.24135332,-13.00215172,2,0,0.61,528,42
30.10224578,-13.02604714,2,0,2.34,529,42
30.07259681,-12.99725973,2,0,0.28,530,42
30.27203164,-12.78945004,2,0,1.3,531,42
30.20966042,-12.82583632,2,0,2.49,532,42
30.13886071,-12.9397333,2,0,5.602253997,533,42
30.00842691,-12.92174044,2,0,2.28,534,42
29.84401177,-12.89300935,2,0,3.19,535,42
29.71388965,-12.91067584,2,0,2.77,536,42
29.70565169,-12.99078466,2,0,3.08,537,42
29.89325028,-12.95542044,2,0,0.86,538,42
29.81535435,-13.11375866,2,0,1.25,539,42
27.57388676,-13.02915989,2,0,1.51,540,43
27.40438839,-13.09377894,2,0,6.557183655,541,43
27.29646972,-13.07330742,2,0,1.84,542,43
27.25871825,-13.12955896,2,0,1.02,543,43
27.20045019,-13.14387097,2,0,0.84,544,43
27.34061808,-13.25037683,2,0,0.65,545,43
27.09459195,-13.33756545,2,0,15.27887454,546,43
27.38500871,-13.38017673,2,0,7.034648485,547,43
27.44999175,-13.50402526,2,0,3.278591828,548,43
27.22174505,-13.61588168,2,0,3.724225668,549,43
26.9780421,-13.63579597,2,0,4.074366543,550,43
27.2450178,-13.51330743,2,0,1.06,551,43
26.9591837,-13.56756364,2,0,6.143380803,552,43
26.87569817,-13.36974797,2,0,0.99,553,43
26.83186545,-13.47917122,2,0,2.8,554,43
26.88020662,-13.46639894,2,0,3.6,555,43
27.35465224,-13.45937569,2,0,1.05,556,43
26.86571692,-13.64245907,2,0,1.61,557,43
27.80282606,-18.54055314,2,0,5.220282133,560,44
